time,0,2,3
2022/04/09 00:02,1,0,0
2022/04/09 00:03,2,0,0
2022/04/09 00:04,1,0,0
2022/04/09 00:06,1,0,0
2022/04/09 00:08,2,0,0
2022/04/09 00:10,1,0,0
2022/04/09 00:11,2,0,0
2022/04/09 00:12,1,0,0
2022/04/09 00:13,3,0,0
2022/04/09 00:14,1,0,0
2022/04/09 00:18,2,0,0
2022/04/09 00:19,2,0,0
2022/04/09 00:22,1,0,0
2022/04/09 00:23,2,0,0
2022/04/09 00:24,1,0,0
2022/04/09 00:25,1,0,0
2022/04/09 00:27,1,0,0
2022/04/09 00:29,1,0,0
2022/04/09 00:32,1,0,0
2022/04/09 00:33,1,0,0
2022/04/09 00:34,1,0,0
2022/04/09 00:35,2,0,0
2022/04/09 00:36,1,0,0
2022/04/09 00:37,1,0,0
2022/04/09 00:38,1,0,0
2022/04/09 00:39,1,0,0
2022/04/09 00:40,1,0,0
2022/04/09 00:41,2,0,0
2022/04/09 00:42,1,0,0
2022/04/09 00:45,1,0,0
2022/04/09 00:46,1,0,0
2022/04/09 00:47,1,0,0
2022/04/09 00:49,1,0,0
2022/04/09 00:50,1,0,0
2022/04/09 00:52,1,0,0
2022/04/09 00:55,1,0,0
2022/04/09 00:58,1,0,0
2022/04/09 01:00,1,0,0
2022/04/09 01:02,1,0,0
2022/04/09 01:04,1,0,0
2022/04/09 01:05,3,0,0
2022/04/09 01:07,1,0,0
2022/04/09 01:08,1,0,0
2022/04/09 01:11,1,0,0
2022/04/09 01:12,2,0,0
2022/04/09 01:14,1,0,0
2022/04/09 01:19,3,0,0
2022/04/09 01:21,1,0,0
2022/04/09 01:22,2,0,0
2022/04/09 01:24,2,0,0
2022/04/09 01:28,1,0,0
2022/04/09 01:31,1,0,0
2022/04/09 01:32,1,0,0
2022/04/09 01:38,2,0,0
2022/04/09 01:39,4,0,0
2022/04/09 01:40,1,0,0
2022/04/09 01:42,2,0,0
2022/04/09 01:43,1,0,0
2022/04/09 01:44,1,0,0
2022/04/09 01:46,1,0,0
2022/04/09 01:47,1,0,0
2022/04/09 01:48,2,0,0
2022/04/09 01:49,1,0,0
2022/04/09 01:52,1,0,0
2022/04/09 01:54,2,0,0
2022/04/09 01:55,1,0,0
2022/04/09 01:57,1,0,0
2022/04/09 02:00,1,0,0
2022/04/09 02:01,1,0,0
2022/04/09 02:02,2,0,0
2022/04/09 02:04,2,0,0
2022/04/09 02:07,1,0,0
2022/04/09 02:08,1,0,0
2022/04/09 02:09,2,0,0
2022/04/09 02:10,2,0,0
2022/04/09 02:11,1,0,0
2022/04/09 02:12,1,0,0
2022/04/09 02:13,2,0,0
2022/04/09 02:14,1,0,0
2022/04/09 02:20,2,0,0
2022/04/09 02:21,2,0,0
2022/04/09 02:22,1,0,0
2022/04/09 02:25,1,0,0
2022/04/09 02:26,2,0,0
2022/04/09 02:28,1,0,0
2022/04/09 02:30,1,0,0
2022/04/09 02:31,2,0,0
2022/04/09 02:32,1,0,0
2022/04/09 02:33,1,0,0
2022/04/09 02:35,1,0,0
2022/04/09 02:38,1,0,0
2022/04/09 02:39,1,0,0
2022/04/09 02:41,3,0,0
2022/04/09 02:42,1,0,0
2022/04/09 02:43,1,0,0
2022/04/09 02:45,3,0,0
2022/04/09 02:47,2,0,0
2022/04/09 02:49,2,0,0
2022/04/09 02:53,1,0,0
2022/04/09 02:54,1,0,0
2022/04/09 02:55,3,0,0
2022/04/09 02:56,2,0,0
2022/04/09 02:58,2,0,0
2022/04/09 03:01,2,0,0
2022/04/09 03:02,1,0,0
2022/04/09 03:03,1,0,0
2022/04/09 03:04,3,0,0
2022/04/09 03:06,1,0,0
2022/04/09 03:07,1,0,0
2022/04/09 03:08,2,0,0
2022/04/09 03:09,1,0,0
2022/04/09 03:10,1,0,0
2022/04/09 03:13,2,0,0
2022/04/09 03:15,1,0,0
2022/04/09 03:18,1,0,0
