time,event,bandwidth
2022/04/09 17:19,0,10
2022/04/09 17:20,0,10
2022/04/09 17:22,0,11
2022/04/09 17:22,0,15
2022/04/09 17:23,0,16
2022/04/09 17:23,0,11
2022/04/09 17:24,0,11
2022/04/09 17:25,0,13
2022/04/09 17:27,0,10
2022/04/09 17:27,0,16
2022/04/09 17:27,0,12
2022/04/09 17:29,0,16
2022/04/09 17:29,0,13
2022/04/09 17:31,0,12
2022/04/09 17:32,0,11
2022/04/09 17:33,0,9
2022/04/09 17:34,0,13
2022/04/09 17:35,0,9
2022/04/09 17:37,0,12
2022/04/09 17:37,0,10
2022/04/09 17:38,0,12
2022/04/09 17:38,0,12
2022/04/09 17:40,0,15
2022/04/09 17:41,0,12
2022/04/09 17:41,0,13
2022/04/09 17:41,0,11
2022/04/09 17:41,0,11
2022/04/09 17:41,0,11
2022/04/09 17:42,0,14
2022/04/09 17:44,0,15
2022/04/09 17:47,0,12
2022/04/09 17:47,0,15
2022/04/09 17:51,0,15
2022/04/09 17:52,0,12
2022/04/09 17:53,0,12
2022/04/09 17:53,0,12
2022/04/09 17:57,0,11
2022/04/09 17:59,0,11
2022/04/09 18:00,0,11
2022/04/09 18:00,0,14
2022/04/09 18:00,0,16
2022/04/09 18:01,0,16
2022/04/09 18:02,0,11
2022/04/09 18:03,0,12
2022/04/09 18:04,0,10
2022/04/09 18:04,0,13
2022/04/09 18:05,0,12
2022/04/09 18:06,0,12
2022/04/09 18:08,0,12
2022/04/09 18:08,0,10
2022/04/09 18:08,0,14
2022/04/09 18:09,0,12
2022/04/09 18:10,0,11
2022/04/09 18:11,0,10
2022/04/09 18:11,0,12
2022/04/09 18:14,0,12
2022/04/09 18:17,0,16
2022/04/09 18:17,0,10
2022/04/09 18:19,0,9
2022/04/09 18:19,0,12
2022/04/09 18:19,0,12
2022/04/09 18:19,0,9
2022/04/09 18:20,0,16
2022/04/09 18:23,0,10
2022/04/09 18:23,0,11
2022/04/09 18:28,0,16
2022/04/09 18:28,0,10
2022/04/09 18:29,0,12
2022/04/09 18:34,0,11
2022/04/09 18:34,0,9
2022/04/09 18:34,0,12
2022/04/09 18:35,0,10
2022/04/09 18:38,0,11
2022/04/09 18:39,0,13
2022/04/09 18:39,0,12
2022/04/09 18:40,0,11
2022/04/09 18:40,0,9
2022/04/09 18:40,0,14
2022/04/09 18:40,0,14
2022/04/09 18:41,0,13
2022/04/09 18:43,0,10
2022/04/09 18:44,0,13
2022/04/09 18:45,0,9
2022/04/09 18:45,0,12
2022/04/09 18:47,0,10
2022/04/09 18:47,0,11
2022/04/09 18:49,0,10
2022/04/09 18:49,0,12
2022/04/09 18:51,0,12
2022/04/09 18:51,0,14
2022/04/09 18:53,0,14
2022/04/09 18:53,0,11
2022/04/09 18:53,0,12
2022/04/09 18:53,0,12
2022/04/09 18:54,0,11
2022/04/09 18:54,0,9
2022/04/09 18:55,0,10
2022/04/09 18:55,0,16
2022/04/09 18:56,0,10
2022/04/09 18:59,0,12
2022/04/09 19:03,0,11
2022/04/09 19:04,0,9
2022/04/09 19:04,0,10
2022/04/09 19:05,0,16
2022/04/09 19:05,0,11
2022/04/09 19:07,0,15
2022/04/09 19:07,0,10
2022/04/09 19:08,0,11
2022/04/09 19:12,0,15
2022/04/09 19:12,0,10
2022/04/09 19:12,0,12
2022/04/09 19:15,0,14
2022/04/09 19:17,0,12
2022/04/09 19:19,0,13
2022/04/09 19:19,0,12
2022/04/09 19:19,0,15
2022/04/09 19:19,0,14
2022/04/09 19:23,0,11
2022/04/09 19:24,0,13
2022/04/09 19:28,0,14
2022/04/09 19:31,0,16
2022/04/09 19:33,0,10
2022/04/09 19:34,0,9
2022/04/09 19:36,0,10
2022/04/09 19:37,0,14
2022/04/09 19:37,0,10
2022/04/09 19:39,0,10
2022/04/09 19:40,0,11
2022/04/09 19:41,0,15
2022/04/09 19:43,0,11
2022/04/09 19:45,0,10
2022/04/09 19:45,0,9
2022/04/09 19:48,0,12
2022/04/09 19:48,0,12
2022/04/09 19:48,0,13
2022/04/09 19:48,0,16
2022/04/09 19:50,0,12
2022/04/09 19:51,0,16
2022/04/09 19:52,0,12
2022/04/09 19:53,0,12
2022/04/09 19:54,0,11
2022/04/09 19:54,0,11
2022/04/09 19:55,0,16
2022/04/09 19:56,0,12
2022/04/09 19:56,0,10
2022/04/09 19:58,0,15
2022/04/09 19:58,0,12
2022/04/09 19:59,0,14
2022/04/09 20:04,0,13
2022/04/09 20:05,0,9
2022/04/09 20:06,0,9
2022/04/09 20:06,0,11
2022/04/09 20:07,0,13
2022/04/09 20:08,0,9
2022/04/09 20:08,0,10
2022/04/09 20:10,0,10
2022/04/09 20:11,0,10
2022/04/09 20:12,0,10
2022/04/09 20:15,0,11
2022/04/09 20:16,0,16
2022/04/09 20:17,0,16
2022/04/09 20:18,0,12
2022/04/09 20:18,0,14
2022/04/09 20:19,0,12
2022/04/09 20:19,0,11
2022/04/09 20:19,0,15
2022/04/09 20:22,0,14
2022/04/09 20:23,0,14
2022/04/09 20:24,0,11
2022/04/09 20:27,0,12
2022/04/09 20:28,0,11
2022/04/09 20:29,0,12
2022/04/09 20:29,0,9
2022/04/09 20:29,0,15
2022/04/09 20:29,0,10
2022/04/09 20:31,0,12
2022/04/09 20:32,0,10
2022/04/09 20:33,0,10
2022/04/09 20:34,0,10
2022/04/09 20:34,0,11
2022/04/09 20:34,0,14
2022/04/09 20:35,0,11
2022/04/09 20:36,0,12
2022/04/09 20:39,0,10
2022/04/09 20:40,0,13
2022/04/09 20:41,0,16
2022/04/09 20:41,0,12
2022/04/09 20:41,0,12
2022/04/09 20:41,0,12
2022/04/09 20:43,0,12
2022/04/09 20:44,0,11
2022/04/09 20:45,0,10
2022/04/09 20:48,0,11
2022/04/09 20:49,0,12
2022/04/09 20:50,0,11
2022/04/09 20:50,0,10
2022/04/09 20:51,0,16
2022/04/09 20:52,0,10
2022/04/09 20:56,0,10
2022/04/09 20:58,0,11
2022/04/09 20:58,0,10
2022/04/09 20:58,0,9
2022/04/09 21:01,0,12
2022/04/09 21:01,0,15
2022/04/09 21:07,0,12
2022/04/09 21:09,0,14
2022/04/09 21:10,0,11
2022/04/09 21:12,0,11
2022/04/09 21:12,0,11
2022/04/09 21:12,0,12
2022/04/09 21:12,0,16
2022/04/09 21:13,0,11
2022/04/09 21:14,0,12
2022/04/09 21:17,0,12
2022/04/09 21:18,0,15
2022/04/09 21:18,0,12
2022/04/09 21:18,0,15
2022/04/09 21:22,0,12
2022/04/09 21:26,0,16
2022/04/09 21:26,0,12
2022/04/09 21:28,0,12
2022/04/09 21:30,0,9
2022/04/09 21:33,0,9
2022/04/09 21:34,0,11
2022/04/09 21:34,0,10
2022/04/09 21:35,0,12
2022/04/09 21:35,0,11
2022/04/09 21:35,0,12
2022/04/09 21:35,0,16
2022/04/09 21:36,0,16
2022/04/09 21:37,0,12
2022/04/09 21:39,0,16
2022/04/09 21:39,0,13
2022/04/09 21:41,0,10
2022/04/09 21:41,0,16
2022/04/09 21:42,0,14
2022/04/09 21:42,0,11
2022/04/09 21:43,0,12
2022/04/09 21:45,0,11
2022/04/09 21:46,0,14
2022/04/09 21:48,0,11
2022/04/09 21:48,0,9
2022/04/09 21:52,0,12
2022/04/09 22:00,0,15
2022/04/09 22:00,0,10
2022/04/09 22:02,0,12
2022/04/09 22:02,0,10
2022/04/09 22:03,0,12
2022/04/09 22:05,0,10
2022/04/09 22:06,0,13
2022/04/09 22:06,0,14
2022/04/09 22:08,0,14
2022/04/09 22:11,0,12
2022/04/09 22:12,0,12
2022/04/09 22:12,0,10
2022/04/09 22:13,0,13
2022/04/09 22:13,0,12
2022/04/09 22:14,0,13
2022/04/09 22:16,0,12
2022/04/09 22:20,0,12
2022/04/09 22:21,0,15
2022/04/09 22:23,0,15
2022/04/09 22:23,0,10
2022/04/09 22:25,0,12
2022/04/09 22:25,0,9
2022/04/09 22:26,0,10
2022/04/09 22:27,0,9
2022/04/09 22:28,0,12
2022/04/09 22:29,0,12
2022/04/09 22:30,3,75
2022/04/09 22:31,3,82
2022/04/09 22:32,2,78
2022/04/09 22:33,3,90
2022/04/09 22:33,3,87
2022/04/09 22:35,3,85
2022/04/09 22:35,2,83
2022/04/09 22:36,3,77
2022/04/09 22:36,2,85
2022/04/09 22:37,2,88
2022/04/09 22:37,3,89
2022/04/09 22:37,3,75
2022/04/09 22:37,3,84
2022/04/09 22:39,3,77
2022/04/09 22:40,2,75
2022/04/09 22:42,0,12
2022/04/09 22:42,0,10
2022/04/09 22:43,0,10
2022/04/09 22:44,0,15
2022/04/09 22:44,0,13
2022/04/09 22:44,0,16
2022/04/09 22:46,0,11
2022/04/09 22:47,0,11
2022/04/09 22:48,0,15
2022/04/09 22:48,0,10
2022/04/09 22:50,0,16
2022/04/09 22:50,0,12
2022/04/09 22:50,0,15
2022/04/09 22:52,0,13
2022/04/09 22:53,0,11
2022/04/09 22:56,0,16
2022/04/09 22:58,0,12
2022/04/09 22:59,0,13
2022/04/09 22:59,0,13
2022/04/09 23:00,0,12
2022/04/09 23:00,0,11
2022/04/09 23:01,0,14
2022/04/09 23:02,0,10
2022/04/09 23:02,0,12
2022/04/09 23:03,0,13
2022/04/09 23:03,0,15
2022/04/09 23:05,0,14
2022/04/09 23:05,0,12
2022/04/09 23:06,0,9
2022/04/09 23:07,0,15
2022/04/09 23:09,0,12
2022/04/09 23:09,0,12
2022/04/09 23:11,0,13
2022/04/09 23:12,0,10
2022/04/09 23:12,0,10
2022/04/09 23:12,0,14
2022/04/09 23:14,0,12
2022/04/09 23:15,0,11
2022/04/09 23:16,0,12
2022/04/09 23:17,0,10
2022/04/09 23:17,0,14
2022/04/09 23:18,0,12
2022/04/09 23:18,0,12
2022/04/09 23:19,0,9
2022/04/09 23:19,0,12
2022/04/09 23:19,0,12
2022/04/09 23:19,0,9
2022/04/09 23:21,0,13
2022/04/09 23:22,0,15
2022/04/09 23:23,0,15
2022/04/09 23:25,0,13
2022/04/09 23:25,0,11
2022/04/09 23:27,0,13
2022/04/09 23:27,0,12
2022/04/09 23:27,0,9
2022/04/09 23:27,0,11
2022/04/09 23:28,0,12
2022/04/09 23:28,0,11
2022/04/09 23:33,0,13
2022/04/09 23:36,0,10
2022/04/09 23:36,0,12
2022/04/09 23:37,0,11
2022/04/09 23:37,0,10
2022/04/09 23:41,0,10
2022/04/09 23:41,0,12
2022/04/09 23:41,0,12
2022/04/09 23:42,0,10
2022/04/09 23:42,0,14
2022/04/09 23:42,0,9
2022/04/09 23:43,0,10
2022/04/09 23:44,0,15
2022/04/09 23:50,0,14
2022/04/09 23:50,0,15
2022/04/09 23:50,0,11
2022/04/09 23:50,0,11
2022/04/09 23:51,0,12
2022/04/09 23:54,0,11
2022/04/09 23:55,0,9
2022/04/09 23:57,0,12
2022/04/09 23:59,0,14
2022/04/09 23:59,0,12
